0-18090 press up
4180 steer 4856
4190 steer 4856
4200 steer 12709
4210 steer 16041
4220 steer 15090
4230 steer 20323
4240 steer 30794
4250 steer 36268
4260 steer 33175
4270 steer 37457
4280 steer 51022
4290 steer 52448
4300 steer 51260
4310 steer 54115
4320 steer 54115
4330 steer 55304
4340 steer 55304
4350 steer 55304
4360 steer 31983
4370 steer 27225
4380 steer 13423
4390 steer -2234
4400 steer -12705
4410 steer -16750
4420 steer -23176
4430 steer -32219
4440 steer -32219
4450 steer -41261
4460 steer -43166
4470 steer -41975
4480 steer -41975
4490 steer -41975
4500 steer -41261
4510 steer -17941
4520 steer 0
4530 steer 0
4540 steer 2714
4550 steer 6760
4560 steer 12947
4570 steer 12947
4580 steer 16516
4590 steer 16516
4600 steer 16516
4610 steer 16516
4620 steer 16516
4630 steer 16516
4640 steer 17230
4650 steer 18896
4660 steer 21039
4670 steer 26272
4680 steer 31746
4690 steer 38410
4700 steer 52688
4710 steer 49355
4720 steer 52448
4730 steer 63158
4740 steer 65536
4750 steer 65536
4760 steer 65536
4770 steer 58398
4780 steer 65536
4790 steer 65536
4800 steer 65536
4810 steer 65536
4820 steer 65536
4830 steer 65536
4840 steer 65536
4850 steer 65536
4860 steer 65536
4870 steer 65536
4880 steer 65536
4890 steer 64587
4900 steer 45786
4910 steer 50071
4920 steer 21276
4930 steer 17230
4940 steer 12709
4950 steer 0
4960 steer 0
4970 steer 0
4980 steer 0
4990 steer 0
5000 steer 0
5010 steer 0
5020 steer 0
5030 steer 0
5040 steer 0
5050 steer 0
5060 steer 0
5070 steer 0
5080 steer 0
5090 steer 0
5100 steer 0
5110 steer 0
5120 steer 0
5130 steer 0
5140 steer 0
5150 steer 0
5160 steer 0
5170 steer 0
5180 steer 0
5190 steer 0
5200 steer 0
5210 steer 0
5220 steer 0
5230 steer 0
5240 steer 0
5250 steer 0
5260 steer 0
5270 steer 0
5280 steer 0
5290 steer 0
5300 steer 0
5310 steer 0
5320 steer 0
5330 steer 0
5340 steer 0
5350 steer 0
5360 steer 0
5370 steer 0
5380 steer 0
5390 steer 0
5400 steer 0
5410 steer 0
5420 steer 0
5430 steer 0
5440 steer 0
5450 steer 0
5460 steer 0
5470 steer 0
5480 steer 0
5490 steer 0
5500 steer 0
5510 steer 0
5520 steer 5807
5530 steer 12472
5540 steer 14136
5550 steer 16754
5560 steer 22703
5570 steer 23894
5580 steer 23894
5590 steer 23894
5600 steer 23894
5610 steer 23894
5620 steer 23894
5630 steer 23894
5640 steer 22228
5650 steer 16516
5660 steer 8900
5670 steer 1762
5680 steer 1762
5690 steer 0
5700 steer 0
5710 steer 0
5720 steer 0
5730 steer 0
5740 steer 0
5750 steer 0
5760 steer 0
5770 steer 0
5780 steer 0
5790 steer 0
5800 steer 0
5810 steer 0
5820 steer 0
5830 steer 0
5840 steer 0
5850 steer 0
5860 steer 0
5870 steer 0
5880 steer 0
5890 steer 0
5900 steer 8663
5910 steer 12709
5920 steer 16041
5930 steer 16041
5940 steer 17467
5950 steer 23654
5960 steer 23654
5970 steer 31508
5980 steer 27701
5990 steer 36268
6000 steer 38170
6010 steer 49833
6020 steer 53640
6030 steer 53402
6040 steer 65536
6050 steer 65536
6060 steer 65062
6070 steer 65536
6080 steer 59351
6090 steer 56971
6100 steer 65536
6110 steer 65536
6120 steer 65536
6130 steer 65536
6140 steer 65536
6150 steer 65536
6160 steer 63158
6170 steer 44122
6180 steer 46262
6190 steer 34363
6200 steer 31508
6210 steer 22703
6220 steer 16754
6230 steer 16754
6240 steer 17705
6250 steer 20085
6260 steer 36030
6270 steer 36030
6280 steer 45786
6290 steer 49355
6300 steer 55066
6310 steer 51022
6320 steer 65300
6330 steer 65536
6340 steer 65536
6350 steer 65536
6360 steer 65536
6370 steer 65536
6380 steer 65536
6390 steer 65536
6400 steer 65536
6410 steer 65536
6420 steer 65536
6430 steer 65536
6440 steer 65536
6450 steer 65536
6460 steer 65536
6470 steer 65536
6480 steer 65536
6490 steer 65536
6500 steer 65536
6510 steer 65536
6520 steer 65536
6530 steer 65536
6540 steer 65536
6550 steer 65536
6560 steer 65536
6570 steer 65536
6580 steer 65536
6590 steer 65536
6600 steer 65536
6610 steer 65536
6620 steer 64824
6630 steer 49593
6640 steer 30557
6650 steer 30794
6660 steer 26750
6670 steer 10805
6680 steer 2476
6690 steer 0
6700 steer 0
6710 steer 0
6720 steer 0
6730 steer -1758
6740 steer -3663
6750 steer -4376
6760 steer -4376
6770 steer -4376
6780 steer -4376
6790 steer 0
6800 steer 0
6810 steer 0
6820 steer 3429
6830 steer 16278
6840 steer 17705
6850 steer 24132
6860 steer 31983
6870 steer 38886
6880 steer 46262
6890 steer 49117
6900 steer 45786
6910 steer 45786
6920 steer 64349
6930 steer 65062
6940 steer 65536
6950 steer 65536
6960 steer 65536
6970 steer 65536
6980 steer 65536
6990 steer 65536
7000 steer 58638
7010 steer 44835
7020 steer 46977
7030 steer 49355
7040 steer 33650
7050 steer 32937
7060 steer 41026
7070 steer 41026
7080 steer 41026
7090 steer 43168
7100 steer 47928
7110 steer 47691
7120 steer 45073
7130 steer 58398
7140 steer 48166
7150 steer 64587
7160 steer 64349
7170 steer 63633
7180 steer 61493
7190 steer 61493
7200 steer 43882
7210 steer 51022
7220 steer 41741
7230 steer 41741
7240 steer 36030
7250 steer 36030
7260 steer 36030
7270 steer 36030
7280 steer 30794
7290 steer 45073
7300 steer 45310
7310 steer 48404
7320 steer 64824
7330 steer 65536
7340 steer 65536
7350 steer 65536
7360 steer 65536
7370 steer 65536
7380 steer 65536
7390 steer 65536
7400 steer 65536
7410 steer 65536
7420 steer 65536
7430 steer 65536
7440 steer 65536
7450 steer 65536
7460 steer 65536
7470 steer 65536
7480 steer 65536
7490 steer 65536
7500 steer 65536
7510 steer 65536
7520 steer 65536
7530 steer 65536
7540 steer 65536
7550 steer 65536
7560 steer 65536
7570 steer 65536
7580 steer 65536
7590 steer 65536
7600 steer 65536
7610 steer 65536
7620 steer 65536
7630 steer 65536
7640 steer 65536
7650 steer 65536
7660 steer 65536
7670 steer 65536
7680 steer 65536
7690 steer 65536
7700 steer 65536
7710 steer 65536
7720 steer 65536
7730 steer 65536
7740 steer 65536
7750 steer 65536
7760 steer 65536
7770 steer 65536
7780 steer 65536
7790 steer 65536
7800 steer 65536
7810 steer 65536
7820 steer 58875
7830 steer 58875
7840 steer 49355
7850 steer 37695
7860 steer 19610
7870 steer 19610
7880 steer 5569
7890 steer 0
7900 steer 0
7910 steer 0
7920 steer -4614
7930 steer -6518
7940 steer -7231
7950 steer -7231
7960 steer -7231
7970 steer -7231
7980 steer -7231
7990 steer -7231
8000 steer -7231
8010 steer -7231
8020 steer -7231
8030 steer -7231
8040 steer -7231
8050 steer -7231
8060 steer -7231
8070 steer -7231
8080 steer -7231
8090 steer -7231
8100 steer -7231
8110 steer -7231
8120 steer -7231
8130 steer -7231
8140 steer -7231
8150 steer -7231
8160 steer -7231
8170 steer -7231
8180 steer -7231
8190 steer -6518
8200 steer -6518
8210 steer -2949
8220 steer 0
8230 steer 0
8240 steer 0
8250 steer 0
8260 steer 0
8270 steer 0
8280 steer 0
8290 steer 0
8300 steer 0
8310 steer 0
8320 steer 0
8330 steer 0
8340 steer 0
8350 steer 0
8360 steer 0
8370 steer 0
8380 steer 0
8390 steer 0
8400 steer 0
8410 steer 0
8420 steer 0
8430 steer 0
8440 steer 0
8450 steer 0
8460 steer 0
8470 steer 0
8480 steer 0
8490 steer 0
8500 steer 0
8510 steer 0
8520 steer 0
8530 steer 0
8540 steer 0
8550 steer 0
8560 steer 0
8570 steer 0
8580 steer 0
8590 steer 0
8600 steer 0
8610 steer 0
8620 steer 0
8630 steer 0
8640 steer 0
8650 steer 0
8660 steer 0
8670 steer 0
8680 steer 0
8690 steer 0
8700 steer 0
8710 steer 0
8720 steer 0
8730 steer 0
8740 steer 0
8750 steer 0
8760 steer 0
8770 steer 0
8780 steer 0
8790 steer 0
8800 steer 0
8810 steer 0
8820 steer 0
8830 steer 0
8840 steer 0
8850 steer 0
8860 steer 0
8870 steer 0
8880 steer 0
8890 steer -4851
8900 steer -6994
8910 steer -6994
8920 steer -6994
8930 steer -6994
8940 steer -6994
8950 steer -7231
8960 steer -8185
8970 steer -7469
8980 steer -9374
8990 steer -12467
9000 steer -12467
9010 steer -15561
9020 steer -18416
9030 steer -18416
9040 steer -23652
9050 steer -25079
9060 steer -31266
9070 steer -36263
9080 steer -39595
9090 steer -39595
9100 steer -41261
9110 steer -41261
9120 steer -41261
9130 steer -41975
9140 steer -41975
9150 steer -41975
9160 steer -41975
9170 steer -41975
9180 steer -41975
9190 steer -41975
9200 steer -33883
9210 steer -24365
9220 steer -21985
9230 steer -21510
9240 steer -21747
9250 steer -21747
9260 steer -21747
9270 steer -24365
9280 steer -34121
9290 steer -40310
9300 steer -46022
9310 steer -53160
9320 steer -61013
9330 steer -62202
9340 steer -63631
9350 steer -63631
9360 steer -63631
9370 steer -63631
9380 steer -63631
9390 steer -63631
9400 steer -63631
9410 steer -63631
9420 steer -63631
9430 steer -63631
9440 steer -63631
9450 steer -62915
9460 steer -62915
9470 steer -63869
9480 steer -39357
9490 steer -24365
9500 steer -15561
9510 steer 0
9520 steer 0
9530 steer 0
9540 steer 0
9550 steer 0
9560 steer 0
9570 steer 0
9580 steer 0
9590 steer 0
9600 steer 0
9610 steer 0
9620 steer 0
9630 steer 0
9640 steer 0
9650 steer 0
9660 steer -12705
9670 steer -12705
9680 steer -16990
9690 steer -16990
9700 steer -16990
9710 steer -16990
9720 steer -16990
9730 steer -16990
9740 steer -16990
9750 steer -16990
9760 steer -13656
9770 steer 0
9780 steer 0
9790 steer 0
9800 steer 0
9810 steer 0
9820 steer 0
9830 steer 3429
9840 steer 3429
9850 steer 5331
9860 steer 6760
9870 steer 10092
9880 steer 12947
9890 steer 16516
9900 steer 16516
9910 steer 17945
9920 steer 19610
9930 steer 19610
9940 steer 18896
9950 steer 19847
9960 steer 19847
9970 steer 19847
9980 steer 19847
9990 steer 17467
10000 steer 12472
10010 steer 6285
10020 steer 0
10030 steer 0
10040 steer 0
10050 steer 0
10060 steer 0
10070 steer 0
10080 steer 0
10090 steer 0
10100 steer 0
10110 steer 0
10120 steer 0
10130 steer 0
10140 steer 0
10150 steer 0
10160 steer 0
10170 steer 0
10180 steer 0
10190 steer 0
10200 steer 1049
10210 steer 3429
10220 steer 11043
10230 steer 11043
10240 steer 16516
10250 steer 17705
10260 steer 22228
10270 steer 29128
10280 steer 36030
10290 steer 34363
10300 steer 35792
10310 steer 45786
10320 steer 43644
10330 steer 45310
10340 steer 45310
10350 steer 45310
10360 steer 45310
10370 steer 45310
10380 steer 45310
10390 steer 45310
10400 steer 45310
10410 steer 45310
10420 steer 46024
10430 steer 46024
10440 steer 47928
10450 steer 49355
10460 steer 52688
10470 steer 52688
10480 steer 50308
10490 steer 55542
10500 steer 57684
10510 steer 57209
10520 steer 63633
10530 steer 65536
10540 steer 65536
10550 steer 65536
10560 steer 65536
10570 steer 65536
10580 steer 65536
10590 steer 65536
10600 steer 65536
10610 steer 65536
10620 steer 65536
10630 steer 65536
10640 steer 65536
10650 steer 65536
10660 steer 65536
10670 steer 51973
10680 steer 46737
10690 steer 40075
10700 steer 26034
10710 steer 15327
10720 steer 10805
10730 steer 1525
10740 steer 1049
10750 steer 0
10760 steer 0
10770 steer 0
10780 steer 0
10790 steer 0
10800 steer 0
10810 steer 0
10820 steer 0
10830 steer 0
10840 steer 0
10850 steer 0
10860 steer 0
10870 steer 0
10880 steer 2951
10890 steer 7474
10900 steer 12947
10910 steer 15090
10920 steer 15565
10930 steer 22228
10940 steer 22465
10950 steer 23179
10960 steer 23179
10970 steer 23179
10980 steer 23179
10990 steer 12234
11000 steer 7236
11010 steer 4143
11020 steer 1762
11030 steer 0
11040 steer 0
11050 steer 0
11060 steer 0
11070 steer 0
11080 steer 0
11090 steer 0
11100 steer 0
11110 steer 0
11120 steer 0
11130 steer 0
11140 steer 0
11150 steer 0
11160 steer 0
11170 steer 0
11180 steer 0
11190 steer 0
11200 steer 0
11210 steer 0
11220 steer 4856
11230 steer 4856
11240 steer 16041
11250 steer 15565
11260 steer 19134
11270 steer 22465
11280 steer 22465
11290 steer 22465
11300 steer 23179
11310 steer 23179
11320 steer 16278
11330 steer 12472
11340 steer 4380
11350 steer 1287
11360 steer 0
11370 steer 0
11380 steer 0
11390 steer 0
11400 steer 0
11410 steer 0
11420 steer 0
11430 steer 0
11440 steer 0
11450 steer 0
11460 steer 0
11470 steer 0
11480 steer 0
11490 steer 0
11500 steer 0
11510 steer 0
11520 steer 0
11530 steer 0
11540 steer 0
11550 steer 0
11560 steer 0
11570 steer 0
11580 steer 0
11590 steer 0
11600 steer 0
11610 steer 0
11620 steer 0
11630 steer 0
11640 steer 0
11650 steer 0
11660 steer 0
11670 steer 0
11680 steer -2949
11690 steer -6280
11700 steer -7231
11710 steer -6518
11720 steer -7945
11730 steer -8660
11740 steer -10325
11750 steer -14610
11760 steer -15561
11770 steer -17703
11780 steer -21510
11790 steer -29601
11800 steer -35075
11810 steer -40786
11820 steer -43879
11830 steer -53873
11840 steer -62202
11850 steer -62915
11860 steer -65536
11870 steer -65536
11880 steer -65536
11890 steer -65536
11900 steer -65536
11910 steer -65536
11920 steer -65536
11930 steer -65536
11940 steer -65536
11950 steer -65536
11960 steer -65536
11970 steer -65536
11980 steer -65536
11990 steer -65536
12000 steer -65536
12010 steer -65536
12020 steer -65536
12030 steer -65536
12040 steer -65536
12050 steer -65536
12060 steer -65536
12070 steer -65536
12080 steer -65536
12090 steer -65536
12100 steer -65536
12110 steer -65536
12120 steer -65536
12130 steer -65536
12140 steer -65536
12150 steer -65536
12160 steer -65536
12170 steer -65536
12180 steer -65536
12190 steer -65536
12200 steer -65536
12210 steer -65536
12220 steer -65536
12230 steer -65536
12240 steer -65536
12250 steer -65536
12260 steer -65536
12270 steer -65536
12280 steer -65536
12290 steer -65536
12300 steer -65536
12310 steer -65536
12320 steer -65536
12330 steer -65536
12340 steer -65536
12350 steer -65536
12360 steer -51971
12370 steer -45782
12380 steer -50066
12390 steer -22939
12400 steer -14610
12410 steer -1520
12420 steer 0
12430 steer 0
12440 steer 0
12450 steer 0
12460 steer 0
12470 steer 0
12480 steer 0
12490 steer 0
12500 steer 0
12510 steer 0
12520 steer 0
12530 steer 0
12540 steer 0
12550 steer 0
12560 steer 0
12570 steer 0
12580 steer 0
12590 steer 0
12600 steer 0
12610 steer 0
12620 steer 0
12630 steer 0
12640 steer 0
12650 steer 0
12660 steer 0
12670 steer 0
12680 steer 0
12690 steer 0
12700 steer 0
12710 steer 0
12720 steer 0
12730 steer 0
12740 steer 0
12750 steer 0
12760 steer 0
12770 steer 0
12780 steer 0
12790 steer 0
12800 steer 0
12810 steer 0
12820 steer 0
12830 steer 0
12840 steer 0
12850 steer 0
12860 steer 0
12870 steer 0
12880 steer 0
12890 steer 0
12900 steer 0
12910 steer 0
12920 steer 0
12930 steer 0
12940 steer 0
12950 steer 0
12960 steer 0
12970 steer 0
12980 steer 811
12990 steer 3189
13000 steer 6998
13010 steer 8187
13020 steer 13185
13030 steer 15327
13040 steer 22465
13050 steer 24370
13060 steer 25559
13070 steer 35077
13080 steer 45073
13090 steer 46499
13100 steer 45786
13110 steer 62207
13120 steer 65062
13130 steer 65536
13140 steer 65536
13150 steer 65536
13160 steer 65536
13170 steer 63633
13180 steer 65536
13190 steer 65536
13200 steer 65536
13210 steer 65536
13220 steer 65536
13230 steer 65536
13240 steer 65536
13250 steer 65536
13260 steer 65536
13270 steer 65536
13280 steer 65536
13290 steer 65536
13300 steer 65536
13310 steer 65536
13320 steer 65536
13330 steer 65536
13340 steer 65536
13350 steer 65536
13360 steer 65536
13370 steer 65536
13380 steer 65536
13390 steer 65536
13400 steer 65536
13410 steer 65536
13420 steer 65536
13430 steer 65536
13440 steer 65536
13450 steer 65536
13460 steer 65536
13470 steer 65536
13480 steer 65536
13490 steer 65536
13500 steer 65536
13510 steer 65536
13520 steer 65536
13530 steer 65536
13540 steer 65536
13550 steer 65536
13560 steer 65536
13570 steer 65536
13580 steer 65536
13590 steer 65536
13600 steer 65536
13610 steer 65536
13620 steer 65536
13630 steer 65536
13640 steer 65536
13650 steer 65536
13660 steer 65536
13670 steer 65536
13680 steer 65536
13690 steer 65536
13700 steer 65536
13710 steer 65536
13720 steer 65536
13730 steer 65536
13740 steer 65536
13750 steer 65536
13760 steer 65536
13770 steer 65536
13780 steer 65536
13790 steer 65536
13800 steer 65536
13810 steer 65536
13820 steer 65536
13830 steer 65536
13840 steer 65536
13850 steer 65536
13860 steer 65536
13870 steer 65536
13880 steer 65536
13890 steer 65536
13900 steer 65536
13910 steer 65536
13920 steer 65536
13930 steer 65536
13940 steer 65536
13950 steer 65536
13960 steer 65536
13970 steer 65536
13980 steer 65536
13990 steer 65536
14000 steer 65536
14010 steer 65536
14020 steer 65536
14030 steer 65536
14040 steer 65536
14050 steer 65536
14060 steer 65536
14070 steer 65536
14080 steer 65536
14090 steer 65536
14100 steer 65536
14110 steer 65536
14120 steer 65536
14130 steer 65536
14140 steer 65536
14150 steer 65536
14160 steer 65536
14170 steer 65536
14180 steer 65536
14190 steer 65536
14200 steer 65536
14210 steer 65536
14220 steer 65536
14230 steer 65536
14240 steer 65536
14250 steer 65536
14260 steer 65536
14270 steer 65536
14280 steer 65536
14290 steer 65536
14300 steer 65536
14310 steer 65536
14320 steer 65536
14330 steer 65536
14340 steer 65536
14350 steer 65536
14360 steer 65536
14370 steer 65536
14380 steer 65536
14390 steer 65536
14400 steer 65536
14410 steer 65536
14420 steer 65536
14430 steer 65536
14440 steer 65536
14450 steer 65536
14460 steer 65536
14470 steer 65536
14480 steer 65536
14490 steer 65536
14500 steer 65536
14510 steer 65536
14520 steer 65536
14530 steer 65536
14540 steer 65536
14550 steer 65536
14560 steer 65536
14570 steer 65536
14580 steer 65536
14590 steer 65536
14600 steer 65536
14610 steer 65536
14620 steer 65536
14630 steer 65536
14640 steer 65062
14650 steer 51497
14660 steer 32699
14670 steer 34126
14680 steer 18421
14690 steer 12947
14700 steer 0
14710 steer 0
14720 steer 0
14730 steer 0
14740 steer 0
14750 steer 0
14760 steer 0
14770 steer 0
14780 steer 0
14790 steer 0
14800 steer 0
14810 steer 0
14820 steer 0
14830 steer 0
14840 steer 0
14850 steer 0
14860 steer 0
14870 steer 0
14880 steer 0
14890 steer 0
14900 steer 2476
14910 steer 12472
14920 steer 16278
14930 steer 14612
14940 steer 21276
14950 steer 33650
14960 steer 40313
14970 steer 49833
14980 steer 47453
14990 steer 47453
15000 steer 63633
15010 steer 65062
15020 steer 65536
15030 steer 65536
15040 steer 65536
15050 steer 65536
15060 steer 65536
15070 steer 65536
15080 steer 65536
15090 steer 65536
15100 steer 65536
15110 steer 65536
15120 steer 65536
15130 steer 65536
15140 steer 65536
15150 steer 65536
15160 steer 65536
15170 steer 65536
15180 steer 65536
15190 steer 49593
15200 steer 28652
15210 steer 16516
15220 steer 0
15230 steer -15561
15240 steer -21985
15250 steer -29126
15260 steer -41261
15270 steer -43879
15280 steer -43879
15290 steer -43879
15300 steer -43879
15310 steer -40070
15320 steer -32457
15330 steer -7707
15340 steer 0
15350 steer 0
15360 steer 0
15370 steer 0
15380 steer 0
15390 steer 0
15400 steer 0
15410 steer 0
15420 steer 0
15430 steer 0
15440 steer 0
15450 steer 0
15460 steer 0
15470 steer 0
15480 steer 0
15490 steer 0
15500 steer 0
15510 steer 0
15520 steer 0
15530 steer 0
15540 steer 0
15550 steer 0
15560 steer 0
15570 steer 0
15580 steer 0
15590 steer 0
15600 steer 0
15610 steer 0
15620 steer 0
15630 steer 0
15640 steer 0
15650 steer 0
15660 steer 0
15670 steer 0
15680 steer 0
15690 steer 0
15700 steer 0
15710 steer 0
15720 steer 0
15730 steer 0
15740 steer 0
15750 steer 0
15760 steer 0
15770 steer 0
15780 steer 0
15790 steer 0
15800 steer 0
15810 steer 0
15820 steer 0
15830 steer 0
15840 steer 0
15850 steer 0
15860 steer 0
15870 steer 0
15880 steer 0
15890 steer 0
15900 steer 0
15910 steer 0
15920 steer 0
15930 steer 0
15940 steer 0
15950 steer 0
15960 steer 0
15970 steer 0
15980 steer 0
15990 steer 0
16000 steer 0
16010 steer 0
16020 steer 0
16030 steer 0
16040 steer 0
16050 steer 0
16060 steer 0
16070 steer 0
16080 steer 0
16090 steer 0
16100 steer 0
16110 steer 0
16120 steer 0
16130 steer 0
